model_name,model_name_raw,assay_id,UniProt_id,fold_variable_name,loss_fitness,Spearman_fitness,model_type,model_name_suffix,targets,depth_mutants_group,total_training_steps,total_training_epochs,aa_embeddings,target_prediction_model,target_prediction_head,use_pseudo_likelihood_to_predict_fitness,use_unsupervised_fitness_pred_to_predict_fitness,use_NPT_pseudo_likelihood_to_predict_target,frozen_embedding_parameters,dropout,weight_decay,PNPT_no_reconstruction_error,PNPT_fixed_helper_points,PNPT_ensemble_test_num_seeds,PNPT_deactivate_col_attention,PNPT_tranception_attention,early_stopping_patience,use_validation_set,training_num_assay_sequences_per_batch_per_gpu,eval_num_sequences_to_score_per_batch_per_gpu,eval_num_training_sequences_per_batch_per_gpu,eval_training_sequences_sampling_method,num_MSA_sequences_per_training_instance,embed_dim,ffn_embed_dim,attention_heads,conv_kernel_size,num_protein_npt_layers,total_loss,Std_dev_Spearman_fitness,num_obs_Spearman_fitness,standardized_loss_fitness,standardized_Spearman_fitness
Kermut (EVE),kermut_eve,PA_I34A1_Wu_2015,PA_I34A1,fold_modulo_5,0.785648040667076,0.6134581792050595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PA_I34A1_Wu_2015,PA_I34A1,fold_contiguous_5,0.9286100731626092,0.4857035391219859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PA_I34A1_Wu_2015,PA_I34A1,fold_random_5,0.8195202361836986,0.6416669424370489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PA_I34A1_Wu_2015,PA_I34A1,fold_modulo_5,0.8210010598849954,0.6085365552045744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PA_I34A1_Wu_2015,PA_I34A1,fold_contiguous_5,0.9714760060417513,0.4680252987459244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PA_I34A1_Wu_2015,PA_I34A1,fold_random_5,0.8686123253523435,0.5945523862524804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PA_I34A1_Wu_2015,PA_I34A1,fold_modulo_5,0.8920519141151921,0.5063826928080601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PA_I34A1_Wu_2015,PA_I34A1,fold_contiguous_5,0.974626198953516,0.41265151994034427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.23689997094719759,0.8482400260864539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.4168383345248722,0.7489239480305712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4660511524945262,0.725965845657311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.2647564072284288,0.8309207625394364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.5934655866359955,0.6542864007451824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.6812098850166237,0.5835837831224119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.2634806772125573,0.8227048727083532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.4175709547073312,0.7307250645017169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4424509855042865,0.7159995771699542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.320749852227608,0.7849717003790575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.7311310822703498,0.544720517896131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.7302794007496057,0.5498824859118372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.23884775125957183,0.8438422061703221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.47612450126161227,0.6964622591152417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4587950145541041,0.7005848497225029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.24422480889866136,0.8424733647566444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.392271677520075,0.7590370123576672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4354365504444444,0.738189885238738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.27854960219836744,0.8217377521247012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.46548812009526386,0.7094523615288509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.5505638352829546,0.669713836510535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.23676976471058642,0.8487432892681716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.39778416005394784,0.7598972164234615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4413962264017127,0.7368194760555984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.24389758039266135,0.8433418489137343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.3820967633544943,0.7633867625398575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.41009996125359277,0.7511984492691931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.26502345679429834,0.8310464348323904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.5938481063371934,0.654354664872919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.6838853106079402,0.5820894021502088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.257999514601861,0.8362134136671672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.561616369112466,0.6759071115721039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.6413231279360048,0.6183090360621184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.2611347267793652,0.8331144274820212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.5802738349832216,0.6618868562978939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.6746999012118183,0.58794803423761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.25683470364800765,0.8450597026981722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.4750756727730948,0.7267091118409164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.5393712741091459,0.6913227407100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.25256275700304476,0.8457413609823571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.4611291615679549,0.7377001171398152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.5174565537254151,0.7114609023826739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_random_5,0.23708717081492786,0.8497894868909699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_modulo_5,0.4940497394662628,0.7126535035445137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PABP_YEAST_Melamed_2013,PABP_YEAST,fold_contiguous_5,0.4979561871908316,0.7168184704619974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6231604240068357,0.5985779788897055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6838091565948733,0.5435346670951524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7262629809225642,0.5266539911759285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6203360713829542,0.599432952926503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6925625149712065,0.5368340900599913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.739645825642457,0.5154309154901126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6615801106022564,0.5588238761888419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7157636974294067,0.5084429560176752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7638196684461104,0.4813643199129698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6519986441639202,0.5652362469542159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7266494204195644,0.49955375642652466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7878327891616054,0.45910591548251534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6282956103095207,0.5951314752890839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7167945679540461,0.5176767791175446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7653540492995674,0.49671230712816805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6388613119861306,0.5841539876539404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7020086907792129,0.5221470033940703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7473790280898228,0.49994132314955075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6765770779358441,0.5605747563258255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7319480808730433,0.5023412913702484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7486355107259935,0.5025683545998699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6238191307174276,0.5978242764828757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6830928093853096,0.5428929029651891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7183432693148181,0.5301624893098674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6386918600351251,0.5844906361753236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.7003774234617538,0.5225559476784744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7438838197367551,0.5009248825661823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6203381086777663,0.5994137478795333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6928749806998491,0.5364016155822309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7393634606239684,0.5153812825534793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6191339243020914,0.6007491083239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.68952994484314,0.5398840233351061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7342579272607587,0.520254737131984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6198582085881726,0.5998058959345096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6916700931947153,0.5373674890591857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7382688623909808,0.5164230338348827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6188114523635752,0.6019307390809738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6859337296825341,0.543162152794661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7258457243302141,0.5292383796834618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6207116951310705,0.599682125928733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6861469654939074,0.5409509525699933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7291284136911227,0.52266555389631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_random_5,0.6211375358012394,0.5989027064727475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_modulo_5,0.6925732347505328,0.5368838849202463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,fold_contiguous_5,0.7407954776580298,0.5146441472566728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.24518162425989862,0.7893858765838088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.45834713250732667,0.6764718253979991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.48448305398462793,0.6579944882198722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.2864531805109979,0.7655327685176234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.5709205295679415,0.6006826945085406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.5749260134921254,0.6028794398131939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.25101109726873666,0.7810489670569652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.4847120862180096,0.6612846551110985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.5107051117913459,0.6431733421010076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.3050855360771778,0.7484519105965852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.6509924805569663,0.5402860244008441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.6411812135099735,0.547119293717989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.24440662128668617,0.7888673661748246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.4597986006331971,0.6692901556407259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.4750091447474524,0.6625678133481533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.2444436243408497,0.790613483436635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.46183393483764174,0.6738130977163012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.4941225814272437,0.6534775517217943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.33153779800533256,0.7561028442738413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.5499484080756044,0.6559199316766219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.5467191648257536,0.6604044114317382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_random_5,0.24774585329480525,0.7872630267580232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_modulo_5,0.46063335822669776,0.6824012217303788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,PHOT_CHLRE_Chen_2023,PHOT_CHLRE,fold_contiguous_5,0.4824251438407243,0.6632597583549646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
